Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,Comment
C111,C0603C104K5RACTU,1382.362mil,1491.221mil,1382.362mil,1491.221mil,1416.418mil,1491.221mil,T,180,EMK107BBJ106MA-T
C211,C0603C104K5RACTU,3468.976mil,1491.221mil,3468.976mil,1491.221mil,3503.032mil,1491.221mil,T,180,EMK107BBJ106MA-T
C311,C0603C104K5RACTU,5555.590mil,1491.221mil,5555.590mil,1491.221mil,5589.646mil,1491.221mil,T,180,EMK107BBJ106MA-T
C411,C0603C104K5RACTU,7642.205mil,1491.221mil,7642.205mil,1491.221mil,7676.261mil,1491.221mil,T,180,EMK107BBJ106MA-T
C511,C0603C104K5RACTU,1382.362mil,4050.276mil,1382.362mil,4050.276mil,1416.418mil,4050.276mil,T,180,EMK107BBJ106MA-T
C611,C0603C104K5RACTU,3468.976mil,4050.276mil,3468.976mil,4050.276mil,3503.032mil,4050.276mil,T,180,EMK107BBJ106MA-T
C711,C0603C104K5RACTU,5555.590mil,4050.276mil,5555.590mil,4050.276mil,5589.646mil,4050.276mil,T,180,EMK107BBJ106MA-T
C811,C0603C104K5RACTU,7642.205mil,4050.276mil,7642.205mil,4050.276mil,7676.261mil,4050.276mil,T,180,EMK107BBJ106MA-T
C911,C0603C104K5RACTU,1382.362mil,6609.331mil,1382.362mil,6609.331mil,1416.418mil,6609.331mil,T,180,EMK107BBJ106MA-T
C1011,C0603C104K5RACTU,3468.976mil,6609.331mil,3468.976mil,6609.331mil,3503.032mil,6609.331mil,T,180,EMK107BBJ106MA-T
C1111,C0603C104K5RACTU,5555.590mil,6609.331mil,5555.590mil,6609.331mil,5589.646mil,6609.331mil,T,180,EMK107BBJ106MA-T
C1211,C0603C104K5RACTU,7642.205mil,6609.331mil,7642.205mil,6609.331mil,7676.261mil,6609.331mil,T,180,EMK107BBJ106MA-T
C110,C0603C104K5RACTU,1382.362mil,1427.393mil,1382.362mil,1427.393mil,1416.418mil,1427.393mil,T,180,CL10B104KC8NNNC
C210,C0603C104K5RACTU,3468.976mil,1427.393mil,3468.976mil,1427.393mil,3503.032mil,1427.393mil,T,180,CL10B104KC8NNNC
C310,C0603C104K5RACTU,5555.590mil,1427.393mil,5555.590mil,1427.393mil,5589.646mil,1427.393mil,T,180,CL10B104KC8NNNC
C410,C0603C104K5RACTU,7642.205mil,1427.393mil,7642.205mil,1427.393mil,7676.261mil,1427.393mil,T,180,CL10B104KC8NNNC
C510,C0603C104K5RACTU,1382.362mil,3986.448mil,1382.362mil,3986.448mil,1416.418mil,3986.448mil,T,180,CL10B104KC8NNNC
C610,C0603C104K5RACTU,3468.976mil,3986.448mil,3468.976mil,3986.448mil,3503.032mil,3986.448mil,T,180,CL10B104KC8NNNC
C710,C0603C104K5RACTU,5555.590mil,3986.448mil,5555.590mil,3986.448mil,5589.646mil,3986.448mil,T,180,CL10B104KC8NNNC
C810,C0603C104K5RACTU,7642.205mil,3986.448mil,7642.205mil,3986.448mil,7676.261mil,3986.448mil,T,180,CL10B104KC8NNNC
C910,C0603C104K5RACTU,1382.362mil,6545.503mil,1382.362mil,6545.503mil,1416.418mil,6545.503mil,T,180,CL10B104KC8NNNC
C1010,C0603C104K5RACTU,3468.976mil,6545.503mil,3468.976mil,6545.503mil,3503.032mil,6545.503mil,T,180,CL10B104KC8NNNC
C1110,C0603C104K5RACTU,5555.590mil,6545.503mil,5555.590mil,6545.503mil,5589.646mil,6545.503mil,T,180,CL10B104KC8NNNC
C1210,C0603C104K5RACTU,7642.205mil,6545.503mil,7642.205mil,6545.503mil,7676.261mil,6545.503mil,T,180,CL10B104KC8NNNC
C109,C0603C104K5RACTU,780.000mil,2066.811mil,780.000mil,2066.811mil,745.944mil,2066.811mil,T,360,EMK107BBJ106MA-T
C209,C0603C104K5RACTU,2866.614mil,2066.811mil,2866.614mil,2066.811mil,2832.558mil,2066.811mil,T,360,EMK107BBJ106MA-T
C309,C0603C104K5RACTU,4953.228mil,2066.811mil,4953.228mil,2066.811mil,4919.172mil,2066.811mil,T,360,EMK107BBJ106MA-T
C409,C0603C104K5RACTU,7039.843mil,2066.811mil,7039.843mil,2066.811mil,7005.787mil,2066.811mil,T,360,EMK107BBJ106MA-T
C509,C0603C104K5RACTU,780.000mil,4625.866mil,780.000mil,4625.866mil,745.944mil,4625.866mil,T,360,EMK107BBJ106MA-T
C609,C0603C104K5RACTU,2866.614mil,4625.866mil,2866.614mil,4625.866mil,2832.558mil,4625.866mil,T,360,EMK107BBJ106MA-T
C709,C0603C104K5RACTU,4953.228mil,4625.866mil,4953.228mil,4625.866mil,4919.172mil,4625.866mil,T,360,EMK107BBJ106MA-T
C809,C0603C104K5RACTU,7039.843mil,4625.866mil,7039.843mil,4625.866mil,7005.787mil,4625.866mil,T,360,EMK107BBJ106MA-T
C909,C0603C104K5RACTU,780.000mil,7184.921mil,780.000mil,7184.921mil,745.944mil,7184.921mil,T,360,EMK107BBJ106MA-T
C1009,C0603C104K5RACTU,2866.614mil,7184.921mil,2866.614mil,7184.921mil,2832.558mil,7184.921mil,T,360,EMK107BBJ106MA-T
C1109,C0603C104K5RACTU,4953.228mil,7184.921mil,4953.228mil,7184.921mil,4919.172mil,7184.921mil,T,360,EMK107BBJ106MA-T
C1209,C0603C104K5RACTU,7039.843mil,7184.921mil,7039.843mil,7184.921mil,7005.787mil,7184.921mil,T,360,EMK107BBJ106MA-T
C108,C0603C104K5RACTU,1230.944mil,1216.811mil,1230.944mil,1216.811mil,1265.000mil,1216.811mil,T,180,CL10B104KC8NNNC
C208,C0603C104K5RACTU,3317.558mil,1216.811mil,3317.558mil,1216.811mil,3351.614mil,1216.811mil,T,180,CL10B104KC8NNNC
C308,C0603C104K5RACTU,5404.172mil,1216.811mil,5404.172mil,1216.811mil,5438.228mil,1216.811mil,T,180,CL10B104KC8NNNC
C408,C0603C104K5RACTU,7490.787mil,1216.811mil,7490.787mil,1216.811mil,7524.843mil,1216.811mil,T,180,CL10B104KC8NNNC
C508,C0603C104K5RACTU,1230.944mil,3775.866mil,1230.944mil,3775.866mil,1265.000mil,3775.866mil,T,180,CL10B104KC8NNNC
C608,C0603C104K5RACTU,3317.558mil,3775.866mil,3317.558mil,3775.866mil,3351.614mil,3775.866mil,T,180,CL10B104KC8NNNC
C708,C0603C104K5RACTU,5404.172mil,3775.866mil,5404.172mil,3775.866mil,5438.228mil,3775.866mil,T,180,CL10B104KC8NNNC
C808,C0603C104K5RACTU,7490.787mil,3775.866mil,7490.787mil,3775.866mil,7524.843mil,3775.866mil,T,180,CL10B104KC8NNNC
C908,C0603C104K5RACTU,1230.944mil,6334.921mil,1230.944mil,6334.921mil,1265.000mil,6334.921mil,T,180,CL10B104KC8NNNC
C1008,C0603C104K5RACTU,3317.558mil,6334.921mil,3317.558mil,6334.921mil,3351.614mil,6334.921mil,T,180,CL10B104KC8NNNC
C1108,C0603C104K5RACTU,5404.172mil,6334.921mil,5404.172mil,6334.921mil,5438.228mil,6334.921mil,T,180,CL10B104KC8NNNC
C1208,C0603C104K5RACTU,7490.787mil,6334.921mil,7490.787mil,6334.921mil,7524.843mil,6334.921mil,T,180,CL10B104KC8NNNC
C103,C0603C104K5RACTU,1230.944mil,1294.841mil,1230.944mil,1294.841mil,1265.000mil,1294.841mil,T,180,CL10B104KC8NNNC
C203,C0603C104K5RACTU,3317.558mil,1294.841mil,3317.558mil,1294.841mil,3351.614mil,1294.841mil,T,180,CL10B104KC8NNNC
C303,C0603C104K5RACTU,5404.172mil,1294.841mil,5404.172mil,1294.841mil,5438.228mil,1294.841mil,T,180,CL10B104KC8NNNC
C403,C0603C104K5RACTU,7490.787mil,1294.841mil,7490.787mil,1294.841mil,7524.843mil,1294.841mil,T,180,CL10B104KC8NNNC
C503,C0603C104K5RACTU,1230.944mil,3853.896mil,1230.944mil,3853.896mil,1265.000mil,3853.896mil,T,180,CL10B104KC8NNNC
