Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,Layer,Rotation,Comment
R321,RES1206-3216,1758.504mil,8848.071mil,1758.504mil,8848.071mil,1825.433mil,8848.071mil,B,180.00,1K
R421,RES1206-3216,6561.654mil,8848.071mil,6561.654mil,8848.071mil,6628.583mil,8848.071mil,B,180.00,1K
R120,RES1206-3216,602.520mil,3126.141mil,602.520mil,3126.141mil,669.449mil,3126.141mil,B,180.00,100R
R220,RES1206-3216,5405.670mil,3126.141mil,5405.670mil,3126.141mil,5472.599mil,3126.141mil,B,180.00,100R
R320,RES1206-3216,602.520mil,8952.913mil,602.520mil,8952.913mil,669.449mil,8952.913mil,B,180.00,100R
R420,RES1206-3216,5405.670mil,8952.913mil,5405.670mil,8952.913mil,5472.599mil,8952.913mil,B,180.00,100R
R119,RES1206-3216,1758.504mil,3121.299mil,1758.504mil,3121.299mil,1825.433mil,3121.299mil,B,180.00,1K
R219,RES1206-3216,6561.654mil,3121.299mil,6561.654mil,3121.299mil,6628.583mil,3121.299mil,B,180.00,1K
R319,RES1206-3216,1758.504mil,8948.071mil,1758.504mil,8948.071mil,1825.433mil,8948.071mil,B,180.00,1K
R419,RES1206-3216,6561.654mil,8948.071mil,6561.654mil,8948.071mil,6628.583mil,8948.071mil,B,180.00,1K
R118,RES1206-3216,602.520mil,3226.141mil,602.520mil,3226.141mil,669.449mil,3226.141mil,B,180.00,100R
R218,RES1206-3216,5405.670mil,3226.141mil,5405.670mil,3226.141mil,5472.599mil,3226.141mil,B,180.00,100R
R318,RES1206-3216,602.520mil,9052.913mil,602.520mil,9052.913mil,669.449mil,9052.913mil,B,180.00,100R
R418,RES1206-3216,5405.670mil,9052.913mil,5405.670mil,9052.913mil,5472.599mil,9052.913mil,B,180.00,100R
R117,RES1206-3216,1758.504mil,3221.299mil,1758.504mil,3221.299mil,1825.433mil,3221.299mil,B,180.00,1K
R217,RES1206-3216,6561.654mil,3221.299mil,6561.654mil,3221.299mil,6628.583mil,3221.299mil,B,180.00,1K
R317,RES1206-3216,1758.504mil,9048.071mil,1758.504mil,9048.071mil,1825.433mil,9048.071mil,B,180.00,1K
R417,RES1206-3216,6561.654mil,9048.071mil,6561.654mil,9048.071mil,6628.583mil,9048.071mil,B,180.00,1K
R116,RES1206-3216,602.520mil,3326.141mil,602.520mil,3326.141mil,669.449mil,3326.141mil,B,180.00,100R
R216,RES1206-3216,5405.670mil,3326.141mil,5405.670mil,3326.141mil,5472.599mil,3326.141mil,B,180.00,100R
R316,RES1206-3216,602.520mil,9152.913mil,602.520mil,9152.913mil,669.449mil,9152.913mil,B,180.00,100R
R416,RES1206-3216,5405.670mil,9152.913mil,5405.670mil,9152.913mil,5472.599mil,9152.913mil,B,180.00,100R
R115,RES1206-3216,1758.504mil,3321.299mil,1758.504mil,3321.299mil,1825.433mil,3321.299mil,B,180.00,1K
R215,RES1206-3216,6561.654mil,3321.299mil,6561.654mil,3321.299mil,6628.583mil,3321.299mil,B,180.00,1K
R315,RES1206-3216,1758.504mil,9148.071mil,1758.504mil,9148.071mil,1825.433mil,9148.071mil,B,180.00,1K
R415,RES1206-3216,6561.654mil,9148.071mil,6561.654mil,9148.071mil,6628.583mil,9148.071mil,B,180.00,1K
R114,RES1206-3216,602.520mil,3426.141mil,602.520mil,3426.141mil,669.449mil,3426.141mil,B,180.00,100R
R214,RES1206-3216,5405.670mil,3426.141mil,5405.670mil,3426.141mil,5472.599mil,3426.141mil,B,180.00,100R
R314,RES1206-3216,602.520mil,9252.913mil,602.520mil,9252.913mil,669.449mil,9252.913mil,B,180.00,100R
R414,RES1206-3216,5405.670mil,9252.913mil,5405.670mil,9252.913mil,5472.599mil,9252.913mil,B,180.00,100R
R113,RES1206-3216,1758.504mil,3421.299mil,1758.504mil,3421.299mil,1825.433mil,3421.299mil,B,180.00,1K
R213,RES1206-3216,6561.654mil,3421.299mil,6561.654mil,3421.299mil,6628.583mil,3421.299mil,B,180.00,1K
R313,RES1206-3216,1758.504mil,9248.071mil,1758.504mil,9248.071mil,1825.433mil,9248.071mil,B,180.00,1K
R413,RES1206-3216,6561.654mil,9248.071mil,6561.654mil,9248.071mil,6628.583mil,9248.071mil,B,180.00,1K
R112,RES1206-3216,602.520mil,3526.141mil,602.520mil,3526.141mil,669.449mil,3526.141mil,B,180.00,100R
R212,RES1206-3216,5405.670mil,3526.141mil,5405.670mil,3526.141mil,5472.599mil,3526.141mil,B,180.00,100R
R312,RES1206-3216,602.520mil,9352.913mil,602.520mil,9352.913mil,669.449mil,9352.913mil,B,180.00,100R
R412,RES1206-3216,5405.670mil,9352.913mil,5405.670mil,9352.913mil,5472.599mil,9352.913mil,B,180.00,100R
R111,RES1206-3216,1758.504mil,3521.299mil,1758.504mil,3521.299mil,1825.433mil,3521.299mil,B,180.00,1K
R211,RES1206-3216,6561.654mil,3521.299mil,6561.654mil,3521.299mil,6628.583mil,3521.299mil,B,180.00,1K
R311,RES1206-3216,1758.504mil,9348.071mil,1758.504mil,9348.071mil,1825.433mil,9348.071mil,B,180.00,1K
R411,RES1206-3216,6561.654mil,9348.071mil,6561.654mil,9348.071mil,6628.583mil,9348.071mil,B,180.00,1K
R110,RES1206-3216,602.520mil,3626.141mil,602.520mil,3626.141mil,669.449mil,3626.141mil,B,180.00,100R
R210,RES1206-3216,5405.670mil,3626.141mil,5405.670mil,3626.141mil,5472.599mil,3626.141mil,B,180.00,100R
R310,RES1206-3216,602.520mil,9452.913mil,602.520mil,9452.913mil,669.449mil,9452.913mil,B,180.00,100R
R410,RES1206-3216,5405.670mil,9452.913mil,5405.670mil,9452.913mil,5472.599mil,9452.913mil,B,180.00,100R
R109,RES1206-3216,1758.504mil,3621.299mil,1758.504mil,3621.299mil,1825.433mil,3621.299mil,B,180.00,1K
R209,RES1206-3216,6561.654mil,3621.299mil,6561.654mil,3621.299mil,6628.583mil,3621.299mil,B,180.00,1K
R309,RES1206-3216,1758.504mil,9448.071mil,1758.504mil,9448.071mil,1825.433mil,9448.071mil,B,180.00,1K
R409,RES1206-3216,6561.654mil,9448.071mil,6561.654mil,9448.071mil,6628.583mil,9448.071mil,B,180.00,1K
R108,RES1206-3216,602.520mil,3726.141mil,602.520mil,3726.141mil,669.449mil,3726.141mil,B,180.00,100R
R208,RES1206-3216,5405.670mil,3726.141mil,5405.670mil,3726.141mil,5472.599mil,3726.141mil,B,180.00,100R
R308,RES1206-3216,602.520mil,9552.913mil,602.520mil,9552.913mil,669.449mil,9552.913mil,B,180.00,100R
R408,RES1206-3216,5405.670mil,9552.913mil,5405.670mil,9552.913mil,5472.599mil,9552.913mil,B,180.00,100R
R107,RES1206-3216,1758.504mil,3721.299mil,1758.504mil,3721.299mil,1825.433mil,3721.299mil,B,180.00,1K
R207,RES1206-3216,6561.654mil,3721.299mil,6561.654mil,3721.299mil,6628.583mil,3721.299mil,B,180.00,1K
R307,RES1206-3216,1758.504mil,9548.071mil,1758.504mil,9548.071mil,1825.433mil,9548.071mil,B,180.00,1K
R407,RES1206-3216,6561.654mil,9548.071mil,6561.654mil,9548.071mil,6628.583mil,9548.071mil,B,180.00,1K
R106,RES1206-3216,3981.103mil,4931.495mil,3981.103mil,4931.495mil,3914.173mil,4931.495mil,B,360.00,470R
R206,RES1206-3216,8784.253mil,4931.495mil,8784.253mil,4931.495mil,8717.323mil,4931.495mil,B,360.00,470R
R306,RES1206-3216,3981.103mil,10758.267mil,3981.103mil,10758.267mil,3914.173mil,10758.267mil,B,360.00,470R
R406,RES1206-3216,8784.253mil,10758.267mil,8784.253mil,10758.267mil,8717.323mil,10758.267mil,B,360.00,470R
R105,RES1206-3216,451.142mil,1725.432mil,451.142mil,1725.432mil,384.213mil,1725.432mil,B,360.00,470R
R205,RES1206-3216,5254.292mil,1725.432mil,5254.292mil,1725.432mil,5187.363mil,1725.432mil,B,360.00,470R
R305,RES1206-3216,451.142mil,7552.204mil,451.142mil,7552.204mil,384.213mil,7552.204mil,B,360.00,470R
R405,RES1206-3216,5254.292mil,7552.204mil,5254.292mil,7552.204mil,5187.363mil,7552.204mil,B,360.00,470R
R104,RES1206-3216,3981.103mil,4811.495mil,3981.103mil,4811.495mil,3914.173mil,4811.495mil,B,360.00,1K
R204,RES1206-3216,8784.253mil,4811.495mil,8784.253mil,4811.495mil,8717.323mil,4811.495mil,B,360.00,1K
R304,RES1206-3216,3981.103mil,10638.267mil,3981.103mil,10638.267mil,3914.173mil,10638.267mil,B,360.00,1K
R404,RES1206-3216,8784.253mil,10638.267mil,8784.253mil,10638.267mil,8717.323mil,10638.267mil,B,360.00,1K
R103,RES1206-3216,451.142mil,1605.432mil,451.142mil,1605.432mil,384.213mil,1605.432mil,B,360.00,1K
R203,RES1206-3216,5254.292mil,1605.432mil,5254.292mil,1605.432mil,5187.363mil,1605.432mil,B,360.00,1K
R303,RES1206-3216,451.142mil,7432.204mil,451.142mil,7432.204mil,384.213mil,7432.204mil,B,360.00,1K
R403,RES1206-3216,5254.292mil,7432.204mil,5254.292mil,7432.204mil,5187.363mil,7432.204mil,B,360.00,1K
R102,RES1206-3216,3981.103mil,4691.495mil,3981.103mil,4691.495mil,3914.173mil,4691.495mil,B,360.00,10K
R202,RES1206-3216,8784.253mil,4691.495mil,8784.253mil,4691.495mil,8717.323mil,4691.495mil,B,360.00,10K
R302,RES1206-3216,3981.103mil,10518.267mil,3981.103mil,10518.267mil,3914.173mil,10518.267mil,B,360.00,10K
R402,RES1206-3216,8784.253mil,10518.267mil,8784.253mil,10518.267mil,8717.323mil,10518.267mil,B,360.00,10K
R101,RES1206-3216,451.142mil,1485.432mil,451.142mil,1485.432mil,384.213mil,1485.432mil,B,360.00,10K
R201,RES1206-3216,5254.292mil,1485.432mil,5254.292mil,1485.432mil,5187.363mil,1485.432mil,B,360.00,10K
R301,RES1206-3216,451.142mil,7312.204mil,451.142mil,7312.204mil,384.213mil,7312.204mil,B,360.00,10K
R401,RES1206-3216,5254.292mil,7312.204mil,5254.292mil,7312.204mil,5187.363mil,7312.204mil,B,360.00,10K
Q103,SOT95P240-3RM,211.142mil,1685.433mil,211.142mil,1685.432mil,164.882mil,1685.433mil,B,0.00,2N3904
Q203,SOT95P240-3RM,5014.292mil,1685.433mil,5014.292mil,1685.432mil,4968.032mil,1685.433mil,B,0.00,2N3904
Q303,SOT95P240-3RM,211.142mil,7512.205mil,211.142mil,7512.204mil,164.882mil,7512.205mil,B,0.00,2N3904
Q403,SOT95P240-3RM,5014.292mil,7512.205mil,5014.292mil,7512.204mil,4968.032mil,7512.205mil,B,0.00,2N3904
Q101,SOT95P240-3RM,211.142mil,1505.433mil,211.142mil,1505.432mil,164.882mil,1505.433mil,B,0.00,2N3906
Q201,SOT95P240-3RM,5014.292mil,1505.433mil,5014.292mil,1505.432mil,4968.032mil,1505.433mil,B,0.00,2N3906
Q301,SOT95P240-3RM,211.142mil,7332.205mil,211.142mil,7332.204mil,164.882mil,7332.205mil,B,0.00,2N3906
Q401,SOT95P240-3RM,5014.292mil,7332.205mil,5014.292mil,7332.204mil,4968.032mil,7332.205mil,B,0.00,2N3906
MDD101,IDC5X2,3602.520mil,706.141mil,3602.520mil,706.141mil,3802.520mil,756.141mil,T,270.00,IDC5X2
MDD201,IDC5X2,8405.670mil,706.141mil,8405.670mil,706.141mil,8605.670mil,756.141mil,T,270.00,IDC5X2
MDD301,IDC5X2,3602.520mil,6532.913mil,3602.520mil,6532.913mil,3802.520mil,6582.913mil,T,270.00,IDC5X2
MDD401,IDC5X2,8405.670mil,6532.913mil,8405.670mil,6532.913mil,8605.670mil,6582.913mil,T,270.00,IDC5X2
MDC101,IDC5X2,2762.520mil,706.141mil,2762.520mil,706.141mil,2962.520mil,756.141mil,T,270.00,IDC5X2
MDC201,IDC5X2,7565.670mil,706.141mil,7565.670mil,706.141mil,7765.670mil,756.141mil,T,270.00,IDC5X2
MDC301,IDC5X2,2762.520mil,6532.913mil,2762.520mil,6532.913mil,2962.520mil,6582.913mil,T,270.00,IDC5X2
MDC401,IDC5X2,7565.670mil,6532.913mil,7565.670mil,6532.913mil,7765.670mil,6582.913mil,T,270.00,IDC5X2
MDA101,IDC5X2,1082.520mil,706.141mil,1082.520mil,706.141mil,1282.520mil,756.141mil,T,270.00,IDC5X2
MDA201,IDC5X2,5885.670mil,706.141mil,5885.670mil,706.141mil,6085.670mil,756.141mil,T,270.00,IDC5X2
MDA301,IDC5X2,1082.520mil,6532.913mil,1082.520mil,6532.913mil,1282.520mil,6582.913mil,T,270.00,IDC5X2
MDA401,IDC5X2,5885.670mil,6532.913mil,5885.670mil,6532.913mil,6085.670mil,6582.913mil,T,270.00,IDC5X2
P104,AZUL5-4,4007.244mil,6066.141mil,4302.520mil,6066.141mil,4302.520mil,6066.141mil,T,180.00,BORNERA 2P
P204,AZUL5-4,8810.394mil,6066.141mil,9105.670mil,6066.141mil,9105.670mil,6066.141mil,T,180.00,BORNERA 2P
P304,AZUL5-4,4007.244mil,11892.913mil,4302.520mil,11892.913mil,4302.520mil,11892.913mil,T,180.00,BORNERA 2P
P404,AZUL5-4,8810.394mil,11892.913mil,9105.670mil,11892.913mil,9105.670mil,11892.913mil,T,180.00,BORNERA 2P
P105,AZUL5-2,484.095mil,6066.141mil,582.520mil,6066.141mil,582.520mil,6066.141mil,T,180.00,VOLT AC
P205,AZUL5-2,5287.245mil,6066.141mil,5385.670mil,6066.141mil,5385.670mil,6066.141mil,T,180.00,VOLT AC
P305,AZUL5-2,484.095mil,11892.913mil,582.520mil,11892.913mil,582.520mil,11892.913mil,T,180.00,VOLT AC
P405,AZUL5-2,5287.245mil,11892.913mil,5385.670mil,11892.913mil,5385.670mil,11892.913mil,T,180.00,VOLT AC
P102,HDR1X5,4582.520mil,3366.141mil,4582.520mil,3166.141mil,4582.520mil,3166.141mil,T,90.00,ICSP
P202,HDR1X5,9385.670mil,3366.141mil,9385.670mil,3166.141mil,9385.670mil,3166.141mil,T,90.00,ICSP
P302,HDR1X5,4582.520mil,9192.913mil,4582.520mil,8992.913mil,4582.520mil,8992.913mil,T,90.00,ICSP
P402,HDR1X5,9385.670mil,9192.913mil,9385.670mil,8992.913mil,9385.670mil,8992.913mil,T,90.00,ICSP
P101,HDR1X5,2342.520mil,2666.141mil,2542.520mil,2666.141mil,2542.520mil,2666.141mil,T,180.00,NONE
P201,HDR1X5,7145.670mil,2666.141mil,7345.670mil,2666.141mil,7345.670mil,2666.141mil,T,180.00,NONE
P301,HDR1X5,2342.520mil,8492.913mil,2542.520mil,8492.913mil,2542.520mil,8492.913mil,T,180.00,NONE
P401,HDR1X5,7145.670mil,8492.913mil,7345.670mil,8492.913mil,7345.670mil,8492.913mil,T,180.00,NONE
L101,74279224271,2642.520mil,4808.641mil,2642.520mil,4806.141mil,2772.520mil,4806.141mil,T,180.00,270R
L201,74279224271,7445.670mil,4808.641mil,7445.670mil,4806.141mil,7575.670mil,4806.141mil,T,180.00,270R
L301,74279224271,2642.520mil,10635.413mil,2642.520mil,10632.913mil,2772.520mil,10632.913mil,T,180.00,270R
L401,74279224271,7445.670mil,10635.413mil,7445.670mil,10632.913mil,7575.670mil,10632.913mil,T,180.00,270R
D105,DIODE-0.3_GENARO,1442.520mil,5986.141mil,1442.520mil,5986.141mil,1442.520mil,5836.141mil,T,270.00,1N4004
D205,DIODE-0.3_GENARO,6245.670mil,5986.141mil,6245.670mil,5986.141mil,6245.670mil,5836.141mil,T,270.00,1N4004
D305,DIODE-0.3_GENARO,1442.520mil,11812.913mil,1442.520mil,11812.913mil,1442.520mil,11662.913mil,T,270.00,1N4004
D405,DIODE-0.3_GENARO,6245.670mil,11812.913mil,6245.670mil,11812.913mil,6245.670mil,11662.913mil,T,270.00,1N4004
D104,DIODE-0.3_GENARO,1222.520mil,5986.141mil,1222.520mil,5986.141mil,1222.520mil,5836.141mil,T,270.00,1N4004
D204,DIODE-0.3_GENARO,6025.670mil,5986.141mil,6025.670mil,5986.141mil,6025.670mil,5836.141mil,T,270.00,1N4004
D304,DIODE-0.3_GENARO,1222.520mil,11812.913mil,1222.520mil,11812.913mil,1222.520mil,11662.913mil,T,270.00,1N4004
D404,DIODE-0.3_GENARO,6025.670mil,11812.913mil,6025.670mil,11812.913mil,6025.670mil,11662.913mil,T,270.00,1N4004
D103,DIODE-0.3_GENARO,1022.520mil,5986.141mil,1022.520mil,5986.141mil,1022.520mil,5836.141mil,T,270.00,1N4004
D203,DIODE-0.3_GENARO,5825.670mil,5986.141mil,5825.670mil,5986.141mil,5825.670mil,5836.141mil,T,270.00,1N4004
D303,DIODE-0.3_GENARO,1022.520mil,11812.913mil,1022.520mil,11812.913mil,1022.520mil,11662.913mil,T,270.00,1N4004
D403,DIODE-0.3_GENARO,5825.670mil,11812.913mil,5825.670mil,11812.913mil,5825.670mil,11662.913mil,T,270.00,1N4004
D102,DIODE-0.3_GENARO,822.520mil,5986.141mil,822.520mil,5986.141mil,822.520mil,5836.141mil,T,270.00,1N4004
D202,DIODE-0.3_GENARO,5625.670mil,5986.141mil,5625.670mil,5986.141mil,5625.670mil,5836.141mil,T,270.00,1N4004
D302,DIODE-0.3_GENARO,822.520mil,11812.913mil,822.520mil,11812.913mil,822.520mil,11662.913mil,T,270.00,1N4004
D402,DIODE-0.3_GENARO,5625.670mil,11812.913mil,5625.670mil,11812.913mil,5625.670mil,11662.913mil,T,270.00,1N4004
D101,DIODE-0.3_GENARO,3122.520mil,5986.141mil,3122.520mil,5986.141mil,3122.520mil,5836.141mil,T,270.00,1N4004
D201,DIODE-0.3_GENARO,7925.670mil,5986.141mil,7925.670mil,5986.141mil,7925.670mil,5836.141mil,T,270.00,1N4004
D301,DIODE-0.3_GENARO,3122.520mil,11812.913mil,3122.520mil,11812.913mil,3122.520mil,11662.913mil,T,270.00,1N4004
D401,DIODE-0.3_GENARO,7925.670mil,11812.913mil,7925.670mil,11812.913mil,7925.670mil,11662.913mil,T,270.00,1N4004
C122,"CAP0603,1608",2662.520mil,4566.141mil,2662.520mil,4566.141mil,2628.465mil,4566.141mil,B,360.00,15pF
C222,"CAP0603,1608",7465.670mil,4566.141mil,7465.670mil,4566.141mil,7431.615mil,4566.141mil,B,360.00,15pF
C322,"CAP0603,1608",2662.520mil,10392.913mil,2662.520mil,10392.913mil,2628.465mil,10392.913mil,B,360.00,15pF
C422,"CAP0603,1608",7465.670mil,10392.913mil,7465.670mil,10392.913mil,7431.615mil,10392.913mil,B,360.00,15pF
C121,"CAP0603,1608",2662.520mil,4486.141mil,2662.520mil,4486.141mil,2628.465mil,4486.141mil,B,360.00,15pF
C221,"CAP0603,1608",7465.670mil,4486.141mil,7465.670mil,4486.141mil,7431.615mil,4486.141mil,B,360.00,15pF
C321,"CAP0603,1608",2662.520mil,10312.913mil,2662.520mil,10312.913mil,2628.465mil,10312.913mil,B,360.00,15pF
C421,"CAP0603,1608",7465.670mil,10312.913mil,7465.670mil,10312.913mil,7431.615mil,10312.913mil,B,360.00,15pF
C120,"CAP0603,1608",2882.520mil,3266.141mil,2882.520mil,3266.141mil,2848.465mil,3266.141mil,B,360.00,15pF
C220,"CAP0603,1608",7685.670mil,3266.141mil,7685.670mil,3266.141mil,7651.615mil,3266.141mil,B,360.00,15pF
C320,"CAP0603,1608",2882.520mil,9092.913mil,2882.520mil,9092.913mil,2848.465mil,9092.913mil,B,360.00,15pF
C420,"CAP0603,1608",7685.670mil,9092.913mil,7685.670mil,9092.913mil,7651.615mil,9092.913mil,B,360.00,15pF
C119,"CAP0603,1608",2882.520mil,3466.141mil,2882.520mil,3466.141mil,2848.465mil,3466.141mil,B,360.00,15pF
C219,"CAP0603,1608",7685.670mil,3466.141mil,7685.670mil,3466.141mil,7651.615mil,3466.141mil,B,360.00,15pF
C319,"CAP0603,1608",2882.520mil,9292.913mil,2882.520mil,9292.913mil,2848.465mil,9292.913mil,B,360.00,15pF
C419,"CAP0603,1608",7685.670mil,9292.913mil,7685.670mil,9292.913mil,7651.615mil,9292.913mil,B,360.00,15pF
C118,"CAP0603,1608",4122.520mil,2206.141mil,4122.520mil,2206.141mil,4122.520mil,2240.196mil,B,270.00,100nF
C218,"CAP0603,1608",8925.670mil,2206.141mil,8925.670mil,2206.141mil,8925.670mil,2240.196mil,B,270.00,100nF
C318,"CAP0603,1608",4122.520mil,8032.913mil,4122.520mil,8032.913mil,4122.520mil,8066.968mil,B,270.00,100nF
C418,"CAP0603,1608",8925.670mil,8032.913mil,8925.670mil,8032.913mil,8925.670mil,8066.968mil,B,270.00,100nF
C117,"CAP0603,1608",3989.187mil,2206.141mil,3989.187mil,2206.141mil,3989.187mil,2240.196mil,B,270.00,100nF
C217,"CAP0603,1608",8792.337mil,2206.141mil,8792.337mil,2206.141mil,8792.337mil,2240.196mil,B,270.00,100nF
C317,"CAP0603,1608",3989.187mil,8032.913mil,3989.187mil,8032.913mil,3989.187mil,8066.968mil,B,270.00,100nF
C417,"CAP0603,1608",8792.337mil,8032.913mil,8792.337mil,8032.913mil,8792.337mil,8066.968mil,B,270.00,100nF
C116,"CAP0603,1608",3855.853mil,2206.141mil,3855.853mil,2206.141mil,3855.853mil,2240.196mil,B,270.00,100nF
C216,"CAP0603,1608",8659.003mil,2206.141mil,8659.003mil,2206.141mil,8659.003mil,2240.196mil,B,270.00,100nF
C316,"CAP0603,1608",3855.853mil,8032.913mil,3855.853mil,8032.913mil,3855.853mil,8066.968mil,B,270.00,100nF
C416,"CAP0603,1608",8659.003mil,8032.913mil,8659.003mil,8032.913mil,8659.003mil,8066.968mil,B,270.00,100nF
C115,"CAP0603,1608",3722.520mil,2206.141mil,3722.520mil,2206.141mil,3722.520mil,2240.196mil,B,270.00,100nF
C215,"CAP0603,1608",8525.670mil,2206.141mil,8525.670mil,2206.141mil,8525.670mil,2240.196mil,B,270.00,100nF
C315,"CAP0603,1608",3722.520mil,8032.913mil,3722.520mil,8032.913mil,3722.520mil,8066.968mil,B,270.00,100nF
C415,"CAP0603,1608",8525.670mil,8032.913mil,8525.670mil,8032.913mil,8525.670mil,8066.968mil,B,270.00,100nF
C123,"CAP0603,1608",3949.331mil,3829.133mil,3949.331mil,3829.133mil,3949.331mil,3863.188mil,B,270.00,15pF
C223,"CAP0603,1608",8752.481mil,3829.133mil,8752.481mil,3829.133mil,8752.481mil,3863.188mil,B,270.00,15pF
C323,"CAP0603,1608",3949.331mil,9655.905mil,3949.331mil,9655.905mil,3949.331mil,9689.960mil,B,270.00,15pF
C423,"CAP0603,1608",8752.481mil,9655.905mil,8752.481mil,9655.905mil,8752.481mil,9689.960mil,B,270.00,15pF
C124,"CAP0603,1608",4149.331mil,3829.133mil,4149.331mil,3829.133mil,4149.331mil,3863.188mil,B,270.00,15pF
C224,"CAP0603,1608",8952.481mil,3829.133mil,8952.481mil,3829.133mil,8952.481mil,3863.188mil,B,270.00,15pF
C324,"CAP0603,1608",4149.331mil,9655.905mil,4149.331mil,9655.905mil,4149.331mil,9689.960mil,B,270.00,15pF
C424,"CAP0603,1608",8952.481mil,9655.905mil,8952.481mil,9655.905mil,8952.481mil,9689.960mil,B,270.00,15pF
U104,SOIC-SN8_M,2342.520mil,4026.141mil,2342.520mil,4026.141mil,2438.976mil,4101.141mil,B,180.00,25LC256-I/SN
U204,SOIC-SN8_M,7145.670mil,4026.141mil,7145.670mil,4026.141mil,7242.126mil,4101.141mil,B,180.00,25LC256-I/SN
U304,SOIC-SN8_M,2342.520mil,9852.913mil,2342.520mil,9852.913mil,2438.976mil,9927.913mil,B,180.00,25LC256-I/SN
U404,SOIC-SN8_M,7145.670mil,9852.913mil,7145.670mil,9852.913mil,7242.126mil,9927.913mil,B,180.00,25LC256-I/SN
U105,TQFP-PT44_M,3513.780mil,3366.141mil,3513.780mil,3366.141mil,3243.744mil,3413.467mil,B,45.00,PIC18F4520-I/PT
U205,TQFP-PT44_M,8316.930mil,3366.141mil,8316.930mil,3366.141mil,8046.894mil,3413.467mil,B,45.00,PIC18F4520-I/PT
U305,TQFP-PT44_M,3513.780mil,9192.913mil,3513.780mil,9192.913mil,3243.744mil,9240.239mil,B,45.00,PIC18F4520-I/PT
U405,TQFP-PT44_M,8316.930mil,9192.913mil,8316.930mil,9192.913mil,8046.894mil,9240.239mil,B,45.00,PIC18F4520-I/PT
Y103,CRYSTAL,4042.522mil,4006.141mil,4042.520mil,4006.141mil,4140.948mil,4006.141mil,T,180.00,"32,768Khz"
Y203,CRYSTAL,8845.672mil,4006.141mil,8845.670mil,4006.141mil,8944.098mil,4006.141mil,T,180.00,"32,768Khz"
Y303,CRYSTAL,4042.522mil,9832.913mil,4042.520mil,9832.913mil,4140.948mil,9832.913mil,T,180.00,"32,768Khz"
Y403,CRYSTAL,8845.672mil,9832.913mil,8845.670mil,9832.913mil,8944.098mil,9832.913mil,T,180.00,"32,768Khz"
R134,RES1206-3216,2122.520mil,1766.141mil,2122.520mil,1766.141mil,2122.520mil,1699.212mil,B,90.00,100K
R234,RES1206-3216,6925.670mil,1766.141mil,6925.670mil,1766.141mil,6925.670mil,1699.212mil,B,90.00,100K
R334,RES1206-3216,2122.520mil,7592.913mil,2122.520mil,7592.913mil,2122.520mil,7525.984mil,B,90.00,100K
R434,RES1206-3216,6925.670mil,7592.913mil,6925.670mil,7592.913mil,6925.670mil,7525.984mil,B,90.00,100K
DS101,Display_7Seg_4'',570.866mil,3373.031mil,570.866mil,3373.031mil,170.866mil,1266.731mil,T,0.00,DISPLAY 7PULG AC
DS201,Display_7Seg_4'',5374.016mil,3373.031mil,5374.016mil,3373.031mil,4974.016mil,1266.731mil,T,0.00,DISPLAY 7PULG AC
DS301,Display_7Seg_4'',570.866mil,9199.803mil,570.866mil,9199.803mil,170.866mil,7093.503mil,T,0.00,DISPLAY 7PULG AC
DS401,Display_7Seg_4'',5374.016mil,9199.803mil,5374.016mil,9199.803mil,4974.016mil,7093.503mil,T,0.00,DISPLAY 7PULG AC
R133,RES1206-3216,2862.520mil,1766.141mil,2862.520mil,1766.141mil,2862.520mil,1699.212mil,B,90.00,100K
R233,RES1206-3216,7665.670mil,1766.141mil,7665.670mil,1766.141mil,7665.670mil,1699.212mil,B,90.00,100K
R333,RES1206-3216,2862.520mil,7592.913mil,2862.520mil,7592.913mil,2862.520mil,7525.984mil,B,90.00,100K
R433,RES1206-3216,7665.670mil,7592.913mil,7665.670mil,7592.913mil,7665.670mil,7525.984mil,B,90.00,100K
R137,RES1206-3216,3502.520mil,1766.141mil,3502.520mil,1766.141mil,3502.520mil,1833.070mil,B,270.00,4k7
R237,RES1206-3216,8305.670mil,1766.141mil,8305.670mil,1766.141mil,8305.670mil,1833.070mil,B,270.00,4k7
R337,RES1206-3216,3502.520mil,7592.913mil,3502.520mil,7592.913mil,3502.520mil,7659.842mil,B,270.00,4k7
R437,RES1206-3216,8305.670mil,7592.913mil,8305.670mil,7592.913mil,8305.670mil,7659.842mil,B,270.00,4k7
R144,RES1206-3216,3702.520mil,1766.141mil,3702.520mil,1766.141mil,3702.520mil,1699.212mil,B,90.00,100K
R244,RES1206-3216,8505.670mil,1766.141mil,8505.670mil,1766.141mil,8505.670mil,1699.212mil,B,90.00,100K
R344,RES1206-3216,3702.520mil,7592.913mil,3702.520mil,7592.913mil,3702.520mil,7525.984mil,B,90.00,100K
R444,RES1206-3216,8505.670mil,7592.913mil,8505.670mil,7592.913mil,8505.670mil,7525.984mil,B,90.00,100K
R138,CRCW1206100KJNEA,2242.520mil,5746.141mil,2242.520mil,5746.141mil,2242.520mil,5679.212mil,B,90.00,100K
R238,CRCW1206100KJNEA,7045.670mil,5746.141mil,7045.670mil,5746.141mil,7045.670mil,5679.212mil,B,90.00,100K
